skills,projects,internships,certifications,cgpa,target_role
kubernetes linux docker terraform,2,3,0,9.5,DevOps Engineer
gcp aws azure linux,5,3,1,8.3,Cloud Engineer
tensorflow mlops nlp python pytorch computer vision,4,3,0,7.5,ML Engineer
dsa dbms java system design,1,1,1,7.6,Software Engineer
terraform gcp aws azure cloud security linux,2,2,1,7.0,Cloud Engineer
rag transformers llm langchain python,4,1,0,6.5,AI Engineer
fastapi flask django python postgresql,2,0,0,7.8,Python Developer
computer vision pytorch nlp deep learning tensorflow mlops,4,2,5,7.9,ML Engineer
python flask fastapi postgresql,2,1,4,8.4,Python Developer
sql data visualization tableau python,3,0,2,7.4,Data Analyst
mysql rest api spring boot hibernate,3,0,5,7.9,Java Developer
django python flask fastapi,4,1,1,9.5,Python Developer
llm langchain transformers vector database python rag prompt engineering,2,2,5,8.4,AI Engineer
python tableau data visualization sql excel,3,0,1,7.3,Data Analyst
prompt engineering rag python llm langchain vector database,2,3,0,8.0,AI Engineer
nodejs react express html,5,0,0,8.4,Full Stack Developer
sql dbms system design oops dsa java,3,3,4,6.9,Software Engineer
power bi data visualization statistics tableau python excel,3,2,0,9.1,Data Analyst
kubernetes terraform jenkins docker,2,3,3,6.7,DevOps Engineer
dbms system design oops dsa,1,1,4,7.7,Software Engineer
pandas data analysis statistics python,5,0,5,7.7,Data Scientist
data analysis statistics tensorflow numpy pandas python,4,0,2,8.2,Data Scientist
azure cloud security terraform aws,3,2,5,8.2,Cloud Engineer
computer vision deep learning pytorch tensorflow mlops python,1,1,4,6.6,ML Engineer
sql python tableau power bi data visualization statistics,1,3,0,8.4,Data Analyst
django flask python postgresql,4,0,0,8.4,Python Developer
statistics machine learning data analysis tensorflow pandas,1,3,1,8.4,Data Scientist
css html nodejs express react mongodb javascript,4,1,0,7.3,Full Stack Developer
dsa system design dbms oops,5,1,2,7.5,Software Engineer
numpy data analysis statistics machine learning python tensorflow,2,1,1,9.8,Data Scientist
css nodejs express javascript mongodb react html,5,3,2,9.2,Full Stack Developer
linux terraform docker kubernetes github actions,5,2,0,7.3,DevOps Engineer
terraform gcp cloud security aws azure,5,2,5,8.2,Cloud Engineer
linux github actions jenkins terraform docker kubernetes,1,2,5,8.3,DevOps Engineer
cloud security aws gcp azure,4,2,5,8.6,Cloud Engineer
mysql spring boot hibernate rest api java,3,3,0,9.0,Java Developer
github actions kubernetes terraform jenkins data analysis,5,2,4,7.8,DevOps Engineer
javascript nodejs react css html mongodb,1,1,4,8.0,Full Stack Developer
pandas statistics tensorflow machine learning,2,2,1,9.5,Data Scientist
jenkins terraform linux docker,2,3,5,7.7,DevOps Engineer
dsa sql system design java dbms,1,3,4,7.5,Software Engineer
express mongodb html css javascript,1,1,3,6.9,Full Stack Developer
statistics pandas python machine learning,5,0,3,8.0,Data Scientist
rag vector database llm transformers langchain python prompt engineering,3,2,2,6.7,AI Engineer
data visualization python sql tableau excel,3,0,5,8.9,Data Analyst
data visualization power bi tableau excel sql python statistics,3,0,2,8.7,Data Analyst
rag prompt engineering transformers langchain llm python,3,1,0,8.6,AI Engineer
terraform aws azure gcp rag,2,0,3,8.1,Cloud Engineer
java dsa dbms oops system design sql,5,0,5,7.0,Software Engineer
terraform github actions jenkins linux,4,0,3,8.8,DevOps Engineer
github actions terraform docker kubernetes,2,0,2,8.4,DevOps Engineer
linux gcp cloud security terraform,4,1,1,8.0,Cloud Engineer
css react html javascript nodejs pandas,3,1,1,8.1,Full Stack Developer
react html express css nodejs,2,2,0,8.3,Full Stack Developer
mongodb nodejs html express react,4,2,5,8.3,Full Stack Developer
fastapi postgresql python flask django,3,0,3,9.7,Python Developer
azure aws cloud security linux gcp,3,3,0,7.8,Cloud Engineer
mlops computer vision nlp tensorflow python pytorch deep learning,3,2,4,9.7,ML Engineer
javascript express react mongodb,5,1,0,6.9,Full Stack Developer
hibernate java rest api spring boot mysql,2,0,3,6.7,Java Developer
linux jenkins github actions kubernetes,5,2,1,6.5,DevOps Engineer
fastapi flask django postgresql python,4,3,3,9.3,Python Developer
terraform gcp cloud security linux,5,2,4,6.8,Cloud Engineer
kubernetes jenkins terraform github actions,5,2,2,6.9,DevOps Engineer
github actions terraform kubernetes jenkins docker,2,3,3,8.7,DevOps Engineer
python django fastapi flask postgresql sql,4,1,5,6.9,Python Developer
python vector database transformers prompt engineering rag llm langchain,2,2,4,7.4,AI Engineer
azure gcp cloud security terraform,2,0,2,8.7,Cloud Engineer
django flask fastapi python postgresql,1,0,1,8.0,Python Developer
jenkins docker github actions kubernetes linux terraform,4,0,4,7.7,DevOps Engineer
terraform docker jenkins github actions linux,5,1,2,8.7,DevOps Engineer
tensorflow data analysis numpy machine learning cloud security,4,2,0,8.1,Data Scientist
prompt engineering llm rag transformers langchain,2,3,0,7.2,AI Engineer
express html css react javascript nodejs mongodb,5,2,2,8.1,Full Stack Developer
css html express react javascript,5,2,1,7.4,Full Stack Developer
python prompt engineering transformers langchain llm vector database,3,0,4,9.4,AI Engineer
fastapi flask python django,1,2,0,8.6,Python Developer
postgresql python fastapi django,1,2,3,8.2,Python Developer
oops dbms dsa system design java sql,5,0,1,8.6,Software Engineer
transformers vector database llm prompt engineering,5,0,1,9.0,AI Engineer
llm python transformers langchain,3,2,3,9.6,AI Engineer
postgresql fastapi python flask,4,2,4,8.4,Python Developer
html react mongodb javascript express,3,0,2,9.8,Full Stack Developer
javascript react html css,5,2,2,7.2,Full Stack Developer
fastapi flask python postgresql django,2,3,0,7.6,Python Developer
linux gcp azure terraform cloud security,1,2,5,6.5,Cloud Engineer
postgresql django python flask fastapi,2,1,3,8.6,Python Developer
express nodejs javascript html css mongodb,5,2,1,7.5,Full Stack Developer
django postgresql fastapi python,2,0,0,9.2,Python Developer
mongodb express react html,5,1,1,9.1,Full Stack Developer
jenkins terraform github actions kubernetes docker,3,2,1,8.8,DevOps Engineer
postgresql django python flask,1,3,1,7.6,Python Developer
azure gcp linux cloud security,3,3,0,7.0,Cloud Engineer
terraform azure gcp cloud security linux,3,1,3,6.8,Cloud Engineer
kubernetes jenkins docker terraform,3,0,1,8.5,DevOps Engineer
linux cloud security terraform aws,2,2,1,9.3,Cloud Engineer
prompt engineering transformers vector database langchain,2,2,4,8.1,AI Engineer
langchain llm rag python prompt engineering,5,3,3,7.1,AI Engineer
rest api spring boot hibernate mysql java,2,2,2,8.9,Java Developer
terraform linux aws gcp,3,0,3,9.0,Cloud Engineer
nlp mlops tensorflow deep learning,3,0,0,9.0,ML Engineer
python rag transformers vector database langchain,2,3,1,7.3,AI Engineer
pytorch nlp deep learning python dsa,3,2,4,9.5,ML Engineer
hibernate spring boot rest api mysql,1,0,3,8.6,Java Developer
django flask fastapi python,4,1,5,9.0,Python Developer
github actions kubernetes linux jenkins docker terraform,2,2,3,9.3,DevOps Engineer
java mysql rest api hibernate,5,3,2,6.6,Java Developer
deep learning computer vision tensorflow pytorch mlops nlp azure,4,1,3,6.5,ML Engineer
hibernate spring boot java rest api,4,1,5,6.5,Java Developer
nlp python tensorflow deep learning mlops computer vision,1,2,5,9.7,ML Engineer
mysql hibernate rest api spring boot,3,1,1,7.1,Java Developer
github actions kubernetes linux terraform docker jenkins statistics,5,3,1,6.9,DevOps Engineer
transformers prompt engineering vector database rag,2,1,0,8.9,AI Engineer
cloud security linux gcp aws azure,5,1,0,9.8,Cloud Engineer
express react nodejs css html javascript,4,1,0,8.3,Full Stack Developer
deep learning python tensorflow computer vision pytorch nlp mlops,1,3,4,6.8,ML Engineer
github actions kubernetes linux docker terraform jenkins,4,3,2,8.6,DevOps Engineer
statistics sql power bi excel python data visualization tableau,5,0,1,6.8,Data Analyst
java mysql hibernate rest api,5,3,1,7.6,Java Developer
nlp deep learning pytorch python tensorflow computer vision mlops,4,1,5,9.1,ML Engineer
python postgresql fastapi flask django machine learning,1,2,1,8.1,Python Developer
transformers prompt engineering langchain vector database rag llm,2,2,0,9.5,AI Engineer
dsa oops system design sql java,3,0,0,8.1,Software Engineer
javascript react html express mongodb css nodejs vector database,4,3,1,6.8,Full Stack Developer
docker linux kubernetes github actions,2,3,3,8.2,DevOps Engineer
react html mongodb css express javascript nodejs,1,0,1,6.8,Full Stack Developer
system design oops sql dsa dbms java,1,2,1,7.9,Software Engineer
mongodb css javascript react express nodejs html,3,0,5,9.1,Full Stack Developer
hibernate mysql rest api java,5,3,3,7.9,Java Developer
statistics python tensorflow machine learning numpy pandas data analysis html,5,2,5,7.3,Data Scientist
numpy pandas statistics tensorflow python,3,0,5,8.2,Data Scientist
llm rag vector database prompt engineering python langchain transformers,1,2,4,6.8,AI Engineer
sql java dbms oops system design,4,3,2,6.9,Software Engineer
statistics data analysis tensorflow pandas numpy python machine learning,1,2,4,8.1,Data Scientist
llm prompt engineering rag vector database langchain python transformers mlops,2,0,5,8.8,AI Engineer
cloud security gcp terraform aws azure linux,4,3,1,9.5,Cloud Engineer
flask python django fastapi postgresql docker,5,1,4,8.0,Python Developer
spring boot hibernate rest api java,2,2,1,9.6,Java Developer
github actions linux kubernetes docker terraform jenkins,3,2,3,6.9,DevOps Engineer
prompt engineering vector database langchain rag python transformers llm docker,1,1,0,7.8,AI Engineer
terraform linux cloud security gcp azure aws,1,3,3,7.9,Cloud Engineer
prompt engineering langchain transformers llm,5,0,5,8.7,AI Engineer
kubernetes terraform linux docker,1,3,2,6.8,DevOps Engineer
dbms sql dsa oops,3,2,3,9.1,Software Engineer
css javascript mongodb html express react nodejs,1,3,3,9.4,Full Stack Developer
prompt engineering llm vector database rag python,5,2,0,7.6,AI Engineer
transformers prompt engineering llm langchain,3,1,5,8.9,AI Engineer
data visualization excel python power bi sql tableau,5,0,0,6.9,Data Analyst
java sql system design dsa oops dbms,3,0,3,7.6,Software Engineer
kubernetes terraform linux jenkins,2,3,2,8.7,DevOps Engineer
mongodb css html javascript react,2,2,3,8.1,Full Stack Developer
mlops computer vision python pytorch tensorflow deep learning,3,2,5,7.0,ML Engineer
tensorflow nlp computer vision deep learning pytorch mlops python,1,3,2,8.2,ML Engineer
java hibernate spring boot rest api mysql,5,0,3,8.3,Java Developer
rest api hibernate java mysql,5,1,0,6.7,Java Developer
dsa oops dbms system design,3,2,0,8.2,Software Engineer
rag llm python vector database docker,4,3,2,8.3,AI Engineer
tensorflow numpy python statistics pandas,4,3,3,9.7,Data Scientist
python excel tableau data visualization statistics sql,2,0,0,9.5,Data Analyst
hibernate rest api java spring boot,3,0,5,9.5,Java Developer
statistics sql excel tableau data visualization power bi,1,0,1,6.6,Data Analyst
mysql spring boot rest api hibernate java,5,2,2,9.4,Java Developer
machine learning statistics data analysis python,2,0,1,9.0,Data Scientist
javascript react css express html nodejs,4,2,0,9.2,Full Stack Developer
terraform linux kubernetes jenkins docker github actions,2,2,3,6.8,DevOps Engineer
statistics pandas tensorflow python numpy rag,3,2,1,6.8,Data Scientist
machine learning numpy tensorflow statistics data analysis,2,3,0,8.9,Data Scientist
tensorflow computer vision nlp deep learning mlops pytorch python,5,2,5,7.1,ML Engineer
github actions docker kubernetes terraform,4,0,3,6.8,DevOps Engineer
machine learning pandas tensorflow statistics python data analysis,1,1,4,9.8,Data Scientist
mlops python computer vision nlp pytorch deep learning tensorflow,5,3,3,8.9,ML Engineer
mongodb css html javascript nodejs express react,5,3,5,8.4,Full Stack Developer
hibernate rest api spring boot java jenkins,5,2,0,7.9,Java Developer
java mysql hibernate spring boot rest api tableau,3,0,0,9.0,Java Developer
javascript mongodb express html react,1,0,1,9.3,Full Stack Developer
llm prompt engineering python transformers rag langchain vector database hibernate,4,2,0,8.0,AI Engineer
rest api mysql java hibernate,2,0,0,7.8,Java Developer
fastapi django python flask,5,3,5,9.1,Python Developer
python nlp deep learning computer vision mlops,3,0,5,8.1,ML Engineer
gcp linux aws cloud security,3,2,1,9.7,Cloud Engineer
tableau statistics excel power bi python java,2,0,3,8.2,Data Analyst
linux terraform gcp aws cloud security,5,2,2,8.2,Cloud Engineer
python power bi statistics tableau,3,1,1,8.1,Data Analyst
spring boot hibernate java mysql rest api,4,1,4,8.0,Java Developer
hibernate rest api java mysql,2,2,5,8.3,Java Developer
tensorflow pytorch python computer vision,2,2,1,9.6,ML Engineer
data analysis pandas tensorflow statistics machine learning sql,3,3,4,9.7,Data Scientist
excel data visualization power bi sql python statistics llm,1,0,4,9.6,Data Analyst
langchain llm transformers vector database rag python,4,1,0,6.9,AI Engineer
statistics machine learning tensorflow data analysis pandas,4,1,0,7.9,Data Scientist
langchain python prompt engineering rag,2,1,2,7.5,AI Engineer
spring boot hibernate java mysql rest api postgresql,3,1,1,8.4,Java Developer
dsa oops dbms java system design,5,0,2,7.7,Software Engineer
data analysis tensorflow statistics machine learning,4,2,2,9.3,Data Scientist
linux github actions docker terraform kubernetes,2,3,3,7.6,DevOps Engineer
vector database llm python rag langchain prompt engineering nodejs,2,0,1,7.0,AI Engineer
docker linux kubernetes terraform,2,2,1,9.6,DevOps Engineer
pandas statistics tensorflow python,3,3,0,9.2,Data Scientist
terraform docker github actions kubernetes,5,0,5,7.3,DevOps Engineer
hibernate spring boot rest api java,1,2,2,8.1,Java Developer
flask fastapi postgresql python,4,3,4,9.3,Python Developer
docker jenkins linux terraform kubernetes,4,2,4,8.2,DevOps Engineer
mongodb css express javascript,3,3,2,7.4,Full Stack Developer
nlp pytorch tensorflow python mlops deep learning computer vision,2,0,0,8.4,ML Engineer
linux terraform gcp aws azure,4,3,3,8.2,Cloud Engineer
oops dbms dsa java system design,2,3,2,8.5,Software Engineer
azure linux terraform cloud security aws html,2,1,4,9.5,Cloud Engineer
data analysis numpy statistics tensorflow machine learning,5,1,3,8.9,Data Scientist
dsa sql oops dbms,3,0,2,8.2,Software Engineer
numpy pandas machine learning tensorflow,3,1,0,9.6,Data Scientist
sql python data visualization excel,2,2,4,9.6,Data Analyst
nodejs html mongodb react sql,3,3,5,7.1,Full Stack Developer
rag python prompt engineering vector database,1,1,3,9.5,AI Engineer
computer vision python mlops pytorch deep learning tensorflow,2,3,2,8.1,ML Engineer
vector database llm prompt engineering langchain rag transformers python,2,3,0,8.6,AI Engineer
html react mongodb nodejs css express javascript,3,3,2,9.7,Full Stack Developer
linux terraform aws gcp cloud security azure,4,0,2,8.1,Cloud Engineer
terraform linux github actions kubernetes vector database,5,3,4,8.4,DevOps Engineer
java rest api mysql hibernate,2,3,5,9.7,Java Developer
nlp deep learning pytorch python mlops computer vision,3,3,5,7.9,ML Engineer
css nodejs javascript mongodb html react,5,1,2,7.1,Full Stack Developer
java mysql spring boot rest api,5,0,4,7.8,Java Developer
mysql java hibernate spring boot,2,1,2,8.7,Java Developer
nodejs html javascript mongodb express react,1,2,1,7.7,Full Stack Developer
azure cloud security gcp aws linux kubernetes,5,0,0,8.3,Cloud Engineer
css express nodejs react mongodb,3,1,0,8.2,Full Stack Developer
rest api hibernate java spring boot,5,2,2,6.9,Java Developer
statistics tensorflow machine learning numpy data analysis python pandas,4,1,3,8.1,Data Scientist
data visualization sql tableau python,3,1,0,9.5,Data Analyst
prompt engineering python vector database langchain,1,0,1,8.5,AI Engineer
computer vision mlops deep learning nlp,5,3,5,9.3,ML Engineer
mongodb nodejs javascript react css,4,2,2,7.3,Full Stack Developer
nodejs javascript html css mongodb,3,0,3,8.6,Full Stack Developer
cloud security aws gcp linux oops,5,0,1,9.3,Cloud Engineer
django fastapi python postgresql,4,0,2,6.7,Python Developer
excel data visualization power bi statistics,5,1,1,9.7,Data Analyst
postgresql django flask python,5,0,0,7.2,Python Developer
sql dbms system design java deep learning,1,1,3,7.7,Software Engineer
tensorflow deep learning pytorch computer vision,1,0,0,7.8,ML Engineer
fastapi postgresql django flask,1,0,0,9.5,Python Developer
rag langchain llm vector database prompt engineering python transformers,1,2,5,8.4,AI Engineer
statistics numpy data analysis tensorflow,1,2,4,9.2,Data Scientist
data visualization tableau power bi sql,2,2,0,8.6,Data Analyst
python tensorflow numpy machine learning data analysis pandas statistics,1,3,1,7.9,Data Scientist
vector database llm langchain rag python,4,2,2,6.5,AI Engineer
numpy machine learning pandas tensorflow statistics python data analysis,4,2,3,7.4,Data Scientist
fastapi django flask postgresql,1,0,5,6.5,Python Developer
power bi python tableau excel,2,3,5,8.3,Data Analyst
dbms dsa oops java,5,1,3,9.3,Software Engineer
data visualization python statistics tableau,1,3,1,7.0,Data Analyst
rag langchain llm transformers python vector database prompt engineering,1,0,0,9.6,AI Engineer
linux azure aws cloud security gcp terraform,4,1,1,7.3,Cloud Engineer
html mongodb express javascript,5,2,2,9.6,Full Stack Developer
hibernate rest api mysql spring boot,1,1,1,7.5,Java Developer
mongodb javascript nodejs css react express,3,2,5,7.0,Full Stack Developer
dbms dsa oops sql java system design transformers,1,2,4,8.6,Software Engineer
fastapi postgresql django python flask vector database,4,3,3,7.0,Python Developer
react javascript mongodb html css express nodejs prompt engineering,5,1,2,9.4,Full Stack Developer
aws terraform gcp linux azure cloud security llm,4,3,4,8.1,Cloud Engineer
pytorch python tensorflow deep learning mlops computer vision,5,1,5,8.2,ML Engineer
terraform aws linux cloud security,2,0,1,7.6,Cloud Engineer
rag transformers python llm prompt engineering vector database langchain,2,2,1,7.9,AI Engineer
system design sql java dsa oops,1,1,0,7.3,Software Engineer
power bi statistics sql data visualization python excel tableau,5,2,3,8.5,Data Analyst
gcp cloud security terraform azure linux aws,4,3,3,7.1,Cloud Engineer
oops system design java dsa sql,3,0,3,8.3,Software Engineer
transformers langchain vector database python,4,1,4,7.5,AI Engineer
nodejs express javascript mongodb html react css,2,2,1,8.7,Full Stack Developer
docker terraform kubernetes jenkins linux github actions,1,0,2,8.5,DevOps Engineer
python mlops nlp pytorch deep learning computer vision,3,1,3,8.5,ML Engineer
mysql spring boot java hibernate rest api,3,2,3,7.5,Java Developer
pytorch python tensorflow mlops nlp rest api,1,3,2,6.8,ML Engineer
react html express nodejs,1,0,5,9.1,Full Stack Developer
dsa sql system design dbms oops,5,3,0,9.5,Software Engineer
vector database rag prompt engineering llm,2,2,4,7.3,AI Engineer
tensorflow data analysis machine learning numpy pandas statistics prompt engineering,1,0,1,6.6,Data Scientist
tableau sql statistics python,3,2,3,8.3,Data Analyst
fastapi django postgresql python,5,2,0,7.0,Python Developer
tensorflow python pytorch deep learning nlp computer vision,3,2,5,8.8,ML Engineer
java rest api spring boot mysql,5,0,1,6.8,Java Developer
python numpy data analysis tensorflow statistics pandas machine learning,5,1,1,6.8,Data Scientist
dsa sql java system design,4,2,1,7.0,Software Engineer
postgresql fastapi python django flask,4,1,3,7.0,Python Developer
machine learning statistics numpy python pandas data analysis tensorflow,5,3,4,6.7,Data Scientist
oops sql dsa dbms,2,3,1,6.5,Software Engineer
mongodb nodejs express css html javascript react,2,0,0,6.7,Full Stack Developer
css html nodejs react express javascript,1,2,3,8.0,Full Stack Developer
python machine learning statistics pandas data analysis,4,3,1,8.1,Data Scientist
langchain vector database rag transformers llm python prompt engineering,2,1,1,8.0,AI Engineer
postgresql django python fastapi flask,1,2,2,7.1,Python Developer
kubernetes linux docker github actions terraform jenkins,5,0,1,8.2,DevOps Engineer
data visualization excel sql statistics python power bi tableau,4,3,0,8.7,Data Analyst
jenkins terraform github actions docker kubernetes linux,3,2,0,9.4,DevOps Engineer
java oops system design dsa sql,4,1,3,6.8,Software Engineer
mysql spring boot rest api hibernate java,3,3,0,7.9,Java Developer
postgresql fastapi flask python llm,2,1,3,8.1,Python Developer
data visualization power bi sql statistics excel,5,2,3,9.7,Data Analyst
javascript css react html express,4,3,4,8.3,Full Stack Developer
machine learning pandas numpy data analysis,2,3,0,8.7,Data Scientist
flask django python postgresql fastapi,2,3,1,9.5,Python Developer
mlops python tensorflow nlp computer vision,5,1,2,8.7,ML Engineer
python data visualization excel sql statistics power bi,2,0,0,9.1,Data Analyst
terraform jenkins linux docker,1,3,5,7.6,DevOps Engineer
java rest api hibernate spring boot,2,1,3,7.3,Java Developer
terraform docker github actions linux,3,0,0,7.6,DevOps Engineer
mysql rest api spring boot java hibernate,3,3,2,7.5,Java Developer
mysql spring boot java hibernate,2,1,1,6.7,Java Developer
postgresql django flask fastapi python azure,2,1,1,8.2,Python Developer
java system design sql oops,5,1,5,8.0,Software Engineer
nodejs mongodb express javascript,4,1,1,9.1,Full Stack Developer
hibernate rest api mysql java,4,3,2,9.4,Java Developer
